character,dialogue,movie
"365 ""SCOUT #1"" ""Go get your ride and take her back to base.""",,Episode VI
"366 ""SCOUT #2"" ""Yes, sir.""",,Episode VI
"367 ""LEIA"" ""Come on, let's get outta here.""",,Episode VI
"368 ""GUARD"" ""Halt! The Emperor does not wish to be disturbed at the moment.""",,Episode VI
"369 ""VADER"" ""The Emperor will see me, now!""",,Episode VI
"370 ""GUARD"" ""The Emperor will see you, now.""",,Episode VI
"371 ""EMPEROR"" ""I told you to remain on the command ship.""",,Episode VI
"372 ""VADER"" ""A small Rebel force has penetrated the shield and landed on Endor.""",,Episode VI
"373 ""EMPEROR"" ""Yes, I know.""",,Episode VI
"374 ""VADER"" ""My son is with them.""",,Episode VI
"375 ""EMPEROR"" ""Are you sure?""",,Episode VI
"376 ""VADER"" ""I have felt him, my Master.""",,Episode VI
"377 ""EMPEROR"" ""Strange, that I have not. I wonder if your feelings on this matter are clear, Lord Vader.""",,Episode VI
"378 ""VADER"" ""They are clear, my Master.""",,Episode VI
"379 ""EMPEROR"" ""Then you must go to the Sanctuary Moon and wait for them.""",,Episode VI
"380 ""VADER"" ""He will come to me?""",,Episode VI
"381 ""EMPEROR"" ""I have foreseen it. His compassion for you will be his undoing. He will come to you and then you will bring him before me.""",,Episode VI
"382 ""VADER"" ""As you wish.""",,Episode VI
"383 ""HAN"" ""Luke! Luke!""",,Episode VI
"384 ""THREEPIO"" ""Oh, Master Luke.""",,Episode VI
"385 ""LUKE"" ""There's two more wrecked speeders back there. And I found this.""",,Episode VI
"386 ""THREEPIO"" ""I'm afraid that Artoo's sensors can find no trace of Princess Leia.""",,Episode VI
"387 ""HAN"" ""I hope she's alright.""",,Episode VI
"388 ""HAN"" ""What, Chewie? What? Chewie!""",,Episode VI
"389 ""HAN"" ""Hey, I don't get it.""",,Episode VI
"390 ""HAN"" ""Nah, it's just a dead animal, Chewie.""",,Episode VI
"391 ""LUKE"" ""Chewie, wa-wait!  Don't!""",,Episode VI
"392 ""HAN"" ""Nice work. Great, Chewie! Great! Always thinking with your stomach.""",,Episode VI
"393 ""LUKE"" ""Will you take it easy? Let's just figure out a way to get out of this thing.  Han, can you reach my lightsaber?""",,Episode VI
"394 ""HAN"" ""Yeah, sure.""",,Episode VI
"395 ""THREEPIO"" ""Artoo, I'm not sure that's such a good idea. It's a very long dro-o-op!!""",,Episode VI
"396 ""HAN"" ""Wha--?  Hey!  Point that thing someplace else.""",,Episode VI
"397 ""HAN"" ""Hey!""",,Episode VI
"398 ""LUKE"" ""Han, don't. It'll be all right.""",,Episode VI
"399 ""LUKE"" ""Chewie, give 'em your crossbow.""",,Episode VI
"400 ""THREEPIO"" ""Oh, my head. Oh, my goodness!""",,Episode VI
"401 ""LUKE"" ""Do you understand anything they're saying?""",,Episode VI
"402 ""THREEPIO"" ""Oh, yes, Master Luke!  Remember that I am fluent in over six million forms of communication.""",,Episode VI
"403 ""HAN"" ""What are you telling them?""",,Episode VI
"404 ""THREEPIO"" ""Hello, I think... I could be mistaken. They're using a very primitive dialect.  But I do believe they think I am some sort of god.""",,Episode VI
"405 ""HAN"" ""Well, why don't you use your divine influence and get us out of this?""",,Episode VI
"406 ""THREEPIO"" ""I beg your pardon, General Solo, but that just wouldn't be proper.""",,Episode VI
"407 ""HAN"" ""Proper?!""",,Episode VI
"408 ""THREEPIO"" ""It's against my programming to impersonate a deity.""",,Episode VI
"409 ""HAN"" ""Why, you--""",,Episode VI
"410 ""HAN"" ""My mistake. He's an old friend of mine.""",,Episode VI
"411 ""HAN"" ""I have a really bad feeling about this.""",,Episode VI
"412 ""HAN"" ""What did he say?""",,Episode VI
"413 ""THREEPIO"" ""I'm rather embarrassed, General Solo, but it appears you are to be the main course at a banquet in my honor.""",,Episode VI
"414 ""HAN and LUKE"" ""Leia!""",,Episode VI
"415 ""LEIA"" ""Oh!""",,Episode VI
"416 ""THREEPIO"" ""Your Royal Highness.""",,Episode VI
"417 ""LEIA"" ""But these are my friends. Threepio, tell them they must be set free.""",,Episode VI
"418 ""HAN"" ""Somehow, I got the feeling that didn't help us very much.""",,Episode VI
"419 ""LUKE"" ""Threepio, tell them if they don't do as you wish, you'll become angry and use your magic.""",,Episode VI
"420 ""THREEPIO"" ""But Master Luke, what magic? couldn't possibly --""",,Episode VI
"421 ""LUKE"" ""Just tell them.""",,Episode VI
"422 ""THREEPIO"" ""You see, Master Luke; they didn't believe me. Just...""",,Episode VI
"423 ""THREEPIO"" ""... as I said they wouldn't. Wha-wha-what's happening! Oh! Oh, dear! Oh!""",,Episode VI
"424 ""THREEPIO"" ""Put me down! He-e-elp! Master Luke! Artoo! Somebody, somebody, help! Master Luke, Artoo! Artoo, quickly! Do something, somebody! Oh! Ohhh!""",,Episode VI
"425 ""THREEPIO"" ""Oh, oh, oh, oh! Thank goodness.""",,Episode VI
"426 ""LUKE"" ""Thanks, Threepio.""",,Episode VI
"427 ""THREEPIO"" ""I...I never knew I had it in me.""",,Episode VI
"428 ""THREEPIO"" ""Yes, Artoo. I was just coming to that.""",,Episode VI
"429 ""HAN"" ""What's going on?""",,Episode VI
"430 ""LEIA"" ""I don't know.""",,Episode VI
"431 ""THREEPIO"" ""Wonderful! We are now a part of the tribe.""",,Episode VI
"432 ""HAN"" ""Just what I always wanted.""",,Episode VI
"433 ""HAN"" ""Well, short help is better than no help at all, Chewie.  Thank you. Okay.""",,Episode VI
"434 ""THREEPIO"" ""He says the scouts are going to show us the quickest way to the shield generator.""",,Episode VI
"435 ""HAN"" ""Good. How far is it? Ask him. We need some fresh supplies, too. And try and get our weapons back.""",,Episode VI
"436 ""HAN"" ""And hurry up, will ya? I haven't got all day.""",,Episode VI
"437 ""LUKE"" ""Luke, what's wrong?""",,Episode VI
"438 ""LUKE"" ""Leia... do you remember your mother? Your real mother?""",,Episode VI
"439 ""LEIA"" ""Just a little bit. She died when I was very young.""",,Episode VI
"440 ""LUKE"" ""What do you remember?""",,Episode VI
"441 ""LEIA"" ""Just...images, really. Feelings.""",,Episode VI
"442 ""LUKE"" ""Tell me.""",,Episode VI
"443 ""LEIA"" ""She was very beautiful. Kind, but...sad.  Why are you asking me all this?""",,Episode VI
"444 ""LUKE"" ""I have no memory of my mother. I never knew her.""",,Episode VI
"445 ""LEIA"" ""Luke, tell me. What's troubling you?""",,Episode VI
"446 ""LUKE"" ""Vader is here...now, on this moon.""",,Episode VI
"447 ""LEIA"" ""How do you know?""",,Episode VI
"448 ""LUKE"" ""I felt his presence. He's come for me. He can feel when I'm near. That's why I have to go.  As long as I stay, I'm endangering the group and our mission here.  I have to face him.""",,Episode VI
"449 ""LEIA"" ""Why?""",,Episode VI
"450 ""LUKE"" ""He's my father.""",,Episode VI
"451 ""LEIA"" ""Your father?""",,Episode VI
"452 ""LUKE"" ""There's more. It won't be easy for you to hear it, but you must. If I don't make it back, you're the only hope for the Alliance.""",,Episode VI
"453 ""LEIA"" ""Luke, don't talk that way. You have a power I--I don't understand and could never have.""",,Episode VI
"454 ""LUKE"" ""You're wrong, Leia. You have that power too. In time you'll learn to use it as I have. The Force is strong in my family. My father has it...I have it...and...my sister has it.""",,Episode VI
"455 ""LUKE"" ""Yes. It's you Leia.""",,Episode VI
"456 ""LEIA"" ""I know. Somehow...I've always known.""",,Episode VI
"457 ""LUKE"" ""Then you know why I have to face him.""",,Episode VI
"458 ""LEIA"" ""No! Luke, run away, far away. If he can feel your presence, then leave this place. I wish I could go with you.""",,Episode VI
"459 ""LUKE"" ""No, you don't. You've always been strong.""",,Episode VI
"460 ""LEIA"" ""But, why must you confront him?""",,Episode VI
"461 ""LUKE"" ""Because...there is good in him. I've felt it. He won't turn me over to the Emperor. I can save him. I can turn him back to the good side. I have to try.""",,Episode VI
"462 ""HAN"" ""Hey, what's goin' on?""",,Episode VI
"463 ""LEIA"" ""Nothing. I - just want to be alone for a little while.""",,Episode VI
"464 ""HAN"" ""Nothing?  Come on, tell me.  What's goin' on?""",,Episode VI
"465 ""LEIA"" ""I...I can't tell you.""",,Episode VI
"466 ""HAN"" ""Did you tell Luke? Is that who you could tell?""",,Episode VI
"467 ""LEIA"" ""I...""",,Episode VI
"468 ""HAN"" ""Ahhh...""",,Episode VI
"469 ""HAN"" ""I'm sorry.""",,Episode VI
"470 ""LEIA"" ""Hold me.""",,Episode VI
"471 ""COMMANDER"" ""This is a Rebel that surrendered to us. Although he denies it, I believe there may be more of them, and I request permission to conduct a further search of the area.""",,Episode VI
"472 ""COMMANDER"" ""He was armed only with this.""",,Episode VI
"473 ""VADER"" ""Good work, Commander. Leave us. Conduct your search and bring his companions to me.""",,Episode VI
"474 ""COMMANDER"" ""Yes, my Lord.""",,Episode VI
"475 ""VADER"" ""The Emperor has been expecting you.""",,Episode VI
"476 ""LUKE"" ""I know, father.""",,Episode VI
"477 ""VADER"" ""So, you have accepted the truth.""",,Episode VI
"478 ""LUKE"" ""I've accepted the truth that you were once Anakin Skywalker, my father.""",,Episode VI
"479 ""VADER"" ""That name no longer has any meaning for me.""",,Episode VI
"480 ""LUKE"" ""It is the name of your true self. You've only forgotten. I know there is good in you. The Emperor hasn't driven it from you fully. That is why you couldn't destroy me. That's why you won't bring me to your Emperor now.""",,Episode VI
"481 ""VADER"" ""I see you have constructed a new lightsaber.""",,Episode VI
"482 ""VADER"" ""Your skills are complete. Indeed, you are powerful, as the Emperor has foreseen.""",,Episode VI
"483 ""LUKE"" ""Come with me.""",,Episode VI
"484 ""VADER"" ""Obi-Wan once thought as you do.""",,Episode VI
"485 ""VADER"" ""You don't know the power of the dark side. I must obey my master.""",,Episode VI
"486 ""LUKE"" ""I will not turn...and you'll be forced to kill me.""",,Episode VI
"487 ""VADER"" ""If that is your destiny.""",,Episode VI
"488 ""LUKE"" ""Search your feelings, father. You can't do this. I feel the conflict within you. Let go of your hate.""",,Episode VI
"489 ""VADER"" ""It is too late for me, son. The Emperor will show you the true nature of the Force. He is your master now.""",,Episode VI
"490 ""LUKE"" ""Then my father is truly dead.""",,Episode VI
"491 ""LEIA"" ""The main entrance to the control bunker's on the far side of that landing platform. This isn't gonna be easy.""",,Episode VI
"492 ""HAN"" ""Hey, don't worry. Chewie and me got into a lot of places more heavily guarded than this.""",,Episode VI
"493 ""LEIA"" ""What's he saying?""",,Episode VI
"494 ""THREEPIO"" ""He says there's a secret entrance on the other side of the ridge.""",,Episode VI
"495 ""LANDO"" ""Admiral, we're in position. All fighters accounted for.""",,Episode VI
"496 ""ACKBAR"" ""Proceed with the countdown. All groups assume attack coordinates.""",,Episode VI
"497 ""LANDO"" ""Don't worry, my friends are down there. They'll have that shield down on time... or this'll be the shortest offensive of all time.""",,Episode VI
"498 ""ACKBAR"" ""All craft, prepare to jump to hyperspace on my mark.""",,Episode VI
"499 ""LANDO"" ""All right. Stand by.""",,Episode VI
"500 ""HAN"" ""Back door, huh? Good idea.""",,Episode VI
"501 ""HAN"" ""It's only a few guards. This shouldn't be too much trouble.""",,Episode VI
"502 ""LEIA"" ""Well, it only takes one to sound the alarm.""",,Episode VI
"503 ""HAN"" ""Then we'll do it real quiet-like.""",,Episode VI
"504 ""THREEPIO"" ""Oh! Oh, my. Uh, Princess Leia!""",,Episode VI
"505 ""LEIA"" ""Quiet.""",,Episode VI
"506 ""THREEPIO"" ""I'm afraid our furry companion has gone and done something rather rash.""",,Episode VI
"507 ""LEIA"" ""Oh, no.""",,Episode VI
"508 ""HAN"" ""There goes our surprise attack.""",,Episode VI
"509 ""SCOUT"" ""Look! Over there! Stop him!""",,Episode VI
"510 ""HAN"" ""Not bad for a little furball. There's only one left. You stay here. We'll take care of this.""",,Episode VI
"511 ""THREEPIO"" ""I have decided that we shall stay here.""",,Episode VI
"512 ""EMPEROR"" ""Welcome, young Skywalker. I have been expecting you.""",,Episode VI
"513 ""EMPEROR"" ""You no longer need those.""",,Episode VI
"514 ""EMPEROR"" ""Guards, leave us.""",,Episode VI
"515 ""EMPEROR"" ""I'm looking forward to completing your training. In time you will call me Master.""",,Episode VI
"516 ""LUKE"" ""You're gravely mistaken. You won't convert me as you did my father.""",,Episode VI
"517 ""EMPEROR"" ""Oh, no, my young Jedi. You will find that it is you who are mistaken...about a great many things.""",,Episode VI
"518 ""VADER"" ""His lightsaber.""",,Episode VI
"519 ""EMPEROR"" ""Ah, yes, a Jedi's weapon. Much like your father's. By now you must know your father can never be turned from the dark side. So will it be with you.""",,Episode VI
"520 ""LUKE"" ""You're wrong. Soon I'll be dead...and you with me.""",,Episode VI
"521 ""EMPEROR"" ""Perhaps you refer to the imminent attack of your Rebel fleet.""",,Episode VI
"522 ""EMPEROR"" ""Yes...I assure you we are quite safe from your friends here.""",,Episode VI
"523 ""LUKE"" ""Your overconfidence is your weakness.""",,Episode VI
"524 ""EMPEROR"" ""Your faith in your friends is yours.""",,Episode VI
"525 ""VADER"" ""It is pointless to resist, my son.""",,Episode VI
"526 ""EMPEROR"" ""Everything that has transpired has done so according to my design.  Your friends up there on the Sanctuary Moon...""",,Episode VI
"527 ""EMPEROR"" ""...are walking into a trap. As is your Rebel fleet! It was I who allowed the Alliance to know the location of the shield generator. It is quite safe from your pitiful little band. An entire legion of my best troops awaits them.""",,Episode VI
"528 ""EMPEROR"" ""Oh...I'm afraid the deflector shield will be quite operational when your friends arrive.""",,Episode VI
"529 ""HAN"" ""All right! Up! Move! Come on! Quickly! Quickly, Chewie.""",,Episode VI
"530 ""LEIA"" ""Han! Hurry! The fleet will be here any moment.""",,Episode VI
"531 ""HAN"" ""Charges!  Come on, come on!""",,Episode VI
"532 ""THREEPIO"" ""Oh, my! They'll be captured!""",,Episode VI
"533 ""THREEPIO"" ""Wa-wait! Wait, come back! Artoo, stay with me.""",,Episode VI
"534 ""COMMANDER"" ""Freeze! You Rebel scum.""",,Episode VI
"535 ""LANDO"" ""All wings report in.""",,Episode VI
"536 ""WEDGE"" ""Red Leader standing by.""",,Episode VI
"537 ""GRAY LEADER"" ""Gray Leader standing by.""",,Episode VI
"538 ""GREEN LEADER"" ""Green Leader standing by.""",,Episode VI
"539 ""WEDGE"" ""Lock S-foils in attack positions.""",,Episode VI
"540 ""ACKBAR"" ""May the Force be with us.""",,Episode VI
"541 ""LANDO"" ""We've got to be able to get some kind of a reading on that shield, up or down. Well, how could they be jamming us if they don't know if we're coming.""",,Episode VI
"542 ""LANDO"" ""Break off the attack! The shield is still up.""",,Episode VI
"543 ""RED LEADER"" ""I get no reading. Are you sure?""",,Episode VI
"544 ""LANDO"" ""Pull up! All craft pull up!""",,Episode VI
"545 ""ACKBAR"" ""Take evasive action! Green Group, stick close to holding sector MV-7.""",,Episode VI
"546 ""CONTROLLER"" ""Admiral, we have enemy ships in sector 47.""",,Episode VI
"547 ""ACKBAR"" ""It's a trap!""",,Episode VI
"548 ""LANDO"" ""Fighters coming in.""",,Episode VI
"549 ""REBEL PILOT"" ""There's too many of them!""",,Episode VI
"550 ""LANDO"" ""Accelerate to attack speed! Draw their fire away from the cruisers.""",,Episode VI
"551 ""WEDGE"" ""Copy, Gold Leader.""",,Episode VI
"552 ""EMPEROR"" ""Come, boy. See for yourself.""",,Episode VI
"553 ""EMPEROR"" ""From here you will witness the final destruction of the Alliance, and the end of your insignificant Rebellion.""",,Episode VI
"554 ""EMPEROR"" ""You want this, don't you? The hate is swelling in you now. Take your Jedi weapon. Use it. I am unarmed. Strike me down with it. Give in to your anger. With each passing moment, you make yourself more my servant.""",,Episode VI
"555 ""LUKE"" ""No!""",,Episode VI
"556 ""EMPEROR"" ""It is unavoidable. It is your destiny. You, like your father, are now mine!""",,Episode VI
