character,dialogue,movie
"173 ""HOBBIE"" ""Two fighters against a Star Destroyer?""",,Episode V
"174 ""LEIA"" ""The ion cannon will fire several shots to make sure that any  enemy ships will be out of your flight path. When you've gotten past the energy shield, proceed directly to the rendezvous point. Understood?""",,Episode V
"175 ""PILOTS"" ""Right. Okay.""",,Episode V
"176 ""LEIA"" ""Good luck.""",,Episode V
"177 ""DERLIN"" ""Okay. Everyone to your stations. Let's go!""",,Episode V
"178 ""RIEEKAN"" ""Their primary target will be the power generators. Prepare to  open the shield.""",,Episode V
"179 ""CONTROLLER"" ""Sir, Rebel ships are coming into our sector.""",,Episode V
"180 ""CAPTAIN"" ""Good. Our first catch of the day.""",,Episode V
"181 ""WOMAN CONTROLLER"" ""Stand by, ion control....Fire!""",,Episode V
"182 ""ANNOUNCER"" ""The first transport is away.""",,Episode V
"183 ""DACK"" ""Feeling all right, sir?""",,Episode V
"184 ""LUKE"" ""Just like new, Dack. How about you?""",,Episode V
"185 ""DACK"" ""Right now I feel I could take on the whole Empire myself.""",,Episode V
"186 ""LUKE"" ""I know what you mean.""",,Episode V
"187 ""TRENCH OFFICER"" ""Echo Station Three-T-Eight.""",,Episode V
"188 ""TRENCH OFFICER"" ""We have spotted Imperial walkers!""",,Episode V
"189 ""CONTROLLER"" ""Imperial walkers on the north ridge.""",,Episode V
"190 ""LUKE"" ""Echo station Five-Seven. We're on our way.""",,Episode V
"191 ""LUKE"" ""All right, boys, keep tight now.""",,Episode V
"192 ""DACK"" ""Luke, I have no approach vector. I'm not set.""",,Episode V
"193 ""LUKE"" ""Steady, Dack. Attack pattern delta. Go now!""",,Episode V
"194 ""LUKE"" ""All right, I'm coming in.""",,Episode V
"195 ""LUKE"" ""Hobbie, you still with me?""",,Episode V
"196 ""LUKE"" ""That armor's too strong for blasters.""",,Episode V
"197 ""LUKE"" ""Rouge Group, use your harpoons and tow cables. Go  for the legs. It might be our only chance of stopping them.  All right, stand by, Dack.""",,Episode V
"198 ""DACK"" ""Luke, we've got a malfunction in fire control. I'll have to cut  in the auxiliary.""",,Episode V
"199 ""LUKE"" ""Just hang on. Hang on, Dack. Get ready to fire that tow cable.""",,Episode V
"200 ""LUKE"" ""Dack? Dack!""",,Episode V
"201 ""VEERS"" ""Yes, Lord Vader. I've reached the main power generator. The  shield will be down in moments. You may start your landing.""",,Episode V
"202 ""LUKE"" ""Rouge Three.""",,Episode V
"203 ""WEDGE"" ""Copy, Rouge Leader""",,Episode V
"204 ""LUKE"" ""Wedge, I've lost my gunner. You'll have to make  this shot. I'll cover for you. Set your harpoon. Follow me on the next pass.""",,Episode V
"205 ""WEDGE"" ""Coming around, Rouge Leader.""",,Episode V
"206 ""LUKE"" ""Steady, Rouge Two""",,Episode V
"207 ""WEDGE"" ""Activate harpoon.""",,Episode V
"208 ""WEDGE"" ""Good shot, Janson.""",,Episode V
"209 ""WEDGE"" ""One more pass.""",,Episode V
"210 ""JANSON"" ""Coming around. Once more.""",,Episode V
"211 ""JANSON"" ""One more.""",,Episode V
"212 ""JANSON"" ""Cable out! Let her go!""",,Episode V
"213 ""WEDGE"" ""Detach cable.""",,Episode V
"214 ""JANSON"" ""Cable detached.""",,Episode V
"215 ""TRENCH OFFICER"" ""Come on!""",,Episode V
"216 ""WEDGE"" ""Whooha!! That got him!""",,Episode V
"217 ""LUKE"" ""I see it, Wedge. Good work.""",,Episode V
"218 ""RIEEKAN"" ""I don't think we can protect two transports at a time.""",,Episode V
"219 ""LEIA"" ""It's risky, but we can't hold out much longer. We have no  choice.""",,Episode V
"220 ""RIEEKAN"" ""Launch patrols.""",,Episode V
"221 ""LEIA"" ""Evacuate remaining ground staff.""",,Episode V
"222 ""HAN"" ""No, no! No! This one goes there, that one goes there. right?""",,Episode V
"223 ""THREEPIO"" ""Artoo, you take good care of Master Luke now, understand?  And...do take care of yourself. Oh, dear, oh, dear.""",,Episode V
"224 ""VEERS"" ""All troops will debark for ground assault. Prepare to target  the main generator.""",,Episode V
"225 ""LUKE"" ""Rouge Two, are you all right?""",,Episode V
"226 ""ZEV"" ""Yeah. I'm with you, Rouge Leader.""",,Episode V
"227 ""LUKE"" ""We'll set harpoon. I'll cover for you.""",,Episode V
"228 ""ZEV"" ""Coming around.""",,Episode V
"229 ""LUKE"" ""Watch that cross fire, boys.""",,Episode V
"230 ""ZEV"" ""Set for position three.  Steady.""",,Episode V
"231 ""LUKE"" ""Stay tight and low.""",,Episode V
"232 ""LUKE"" ""Hobbie, I've been hit!""",,Episode V
"233 ""HAN"" ""You all right?""",,Episode V
"234 ""LEIA"" ""Why are you still here?""",,Episode V
"235 ""HAN"" ""I heard the command center had been hit.""",,Episode V
"236 ""LEIA"" ""You got your clearance to leave.""",,Episode V
"237 ""HAN"" ""Don't worry. I'll leave. First I'm going to get you to your ship.""",,Episode V
"238 ""THREEPIO"" ""Your Highness, we must take this last transport. It's our  only hope.""",,Episode V
"239 ""LEIA"" ""Send all troops in sector twelve to the south  slope to protect the fighters.""",,Episode V
"240 ""ANNOUNCER"" ""Imperial troops have entered the base.""",,Episode V
"241 ""HAN"" ""Come on...that's it.""",,Episode V
"242 ""LEIA"" ""Give the evacuation code signal. And get to  your transports!""",,Episode V
"243 ""HEAD CONTROLLER"" ""K-one-zero...all troops disengage.""",,Episode V
"244 ""THREEPIO"" ""Oh! Wait for me!""",,Episode V
"245 ""OFFICER"" ""Begin retreat!""",,Episode V
"246 ""SECOND OFFICER"" ""Fall back!""",,Episode V
"247 ""VEERS"" ""Distance to power generators?""",,Episode V
"248 ""PILOT"" ""One-seven, decimal two-eight.""",,Episode V
"249 ""VEERS"" ""Target. Maximum fire power.""",,Episode V
"250 ""HAN"" ""Transport, this is Solo. Better take off -- I  can't get to you. I'll get the princess out on the Falcon.""",,Episode V
"251 ""THREEPIO"" ""But...but...but...where are you going? Uh...come back!!""",,Episode V
"252 ""THREEPIO"" ""Wait! Wait for me! Wait! Stop!""",,Episode V
"253 ""THREEPIO"" ""How typical.""",,Episode V
"254 ""HAN"" ""Come on.""",,Episode V
"255 ""HAN"" ""Hurry up, goldenrod, or you're going to be a permanent resident!""",,Episode V
"256 ""THREEPIO"" ""Wait! Wait!""",,Episode V
"257 ""HAN"" ""How's this?""",,Episode V
"258 ""LEIA"" ""Would it helped if I got out and pushed?""",,Episode V
"259 ""HAN"" ""It might.""",,Episode V
"260 ""THREEPIO"" ""Captain Solo, Captain Solo...sir, might I suggest that  you...""",,Episode V
"261 ""THREEPIO"" ""It can wait.""",,Episode V
"262 ""LEIA"" ""The bucket of bolts is never going to get us past that blockade.""",,Episode V
"263 ""HAN"" ""This baby's got a few surprises left in her, sweetheart.""",,Episode V
"264 ""HAN"" ""Come on! Come on! Switch over. Let's hope we don't have a  burnout.""",,Episode V
"265 ""HAN"" ""See?""",,Episode V
"266 ""LEIA"" ""Someday you're going to be wrong, and I hope I'm there to see it.""",,Episode V
"267 ""HAN"" ""Punch it!""",,Episode V
"268 ""LUKE"" ""Artoo! Get her ready for takeoff.""",,Episode V
"269 ""WEDGE"" ""Good luck, Luke. See you at the rendezvous.""",,Episode V
"270 ""LUKE"" ""Don't worry, Artoo. We're going, we're going.""",,Episode V
"271 ""LUKE"" ""There's nothing wrong, Artoo. I'm just setting a  new course.""",,Episode V
"272 ""LUKE"" ""We're not going to regroup with the others.""",,Episode V
"273 ""LUKE"" ""We're going to the Dagobah system.""",,Episode V
"274 ""LUKE"" ""Yes, Artoo?""",,Episode V
"275 ""LUKE"" ""That's all right. I'd like to keep it  on manual control for a while.""",,Episode V
"276 ""HAN"" ""I saw them! I saw them!""",,Episode V
"277 ""LEIA"" ""Saw what?""",,Episode V
"278 ""HAN"" ""Star Destroyers, two of them, coming right at us.""",,Episode V
"279 ""THREEPIO"" ""Sir, sir! Might I suggest...""",,Episode V
"280 ""HAN"" ""Shut him up or shut him down!  Check the  deflector shield!""",,Episode V
"281 ""HAN"" ""Oh, great. Well, we can still outmaneuver them.""",,Episode V
"282 ""IMPERIAL OFFICER"" ""Take evasive action!""",,Episode V
"283 ""HAN"" ""Prepare to make the jump to light-speed.""",,Episode V
"284 ""THREEPIO"" ""But, sir!""",,Episode V
"285 ""LEIA"" ""They're getting closer!""",,Episode V
"286 ""HAN"" ""Oh yeah? Watch this.""",,Episode V
"287 ""LEIA"" ""Watch what?""",,Episode V
"288 ""HAN"" ""I think we're in trouble.""",,Episode V
"289 ""THREEPIO"" ""If I may say so, sir, I noticed earlier the hyperdrive  motivator has been damaged. It's impossible to go to light-speed!""",,Episode V
"290 ""HAN"" ""We're in trouble!""",,Episode V
"291 ""HAN"" ""Horizontal boosters...!""",,Episode V
"292 ""HAN"" ""Alluvial dampers...! Well that's not it.""",,Episode V
"293 ""HAN"" ""Bring me the hydrospanners!""",,Episode V
"294 ""HAN"" ""I don't know how we're going to get out of this one.""",,Episode V
"295 ""HAN"" ""Oww! Chewie!""",,Episode V
"296 ""HAN"" ""That was no laser blast! Something hit us.""",,Episode V
"297 ""LEIA"" ""Han, get up here!""",,Episode V
"298 ""HAN"" ""Come on, Chewie!""",,Episode V
"299 ""LEIA"" ""Asteroids!""",,Episode V
"300 ""HAN"" ""Oh, no! Chewie, set two-seven-one.""",,Episode V
"301 ""LEIA"" ""What are you doing? You're not actually going into an asteroid  field?""",,Episode V
"302 ""HAN"" ""They'd be crazy to follow us, wouldn't they?""",,Episode V
"303 ""LEIA"" ""You don't have to do this to impress me.""",,Episode V
"304 ""THREEPIO"" ""Sir, the possibility of successfully navigating an asteroid  field is approximately three thousand, seven hundred and twenty to one.""",,Episode V
"305 ""HAN"" ""Never tell me the odds!""",,Episode V
"306 ""HAN"" ""You said you wanted to be around when I made a mistake; well,  this could be it, sweetheart.""",,Episode V
"307 ""LEIA"" ""I take it back. We're going to get pulverized if we stay out  here much longer.""",,Episode V
"308 ""HAN"" ""I'm not going to argue with that.""",,Episode V
"309 ""THREEPIO"" ""Pulverized?""",,Episode V
"310 ""HAN"" ""I'm going in closer to one of the big ones.""",,Episode V
"311 ""LEIA"" ""Closer?""",,Episode V
"312 ""THREEPIO"" ""Closer?!""",,Episode V
"313 ""THREEPIO"" ""Oh, this is suicide!""",,Episode V
"314 ""HAN"" ""There. That looks pretty good.""",,Episode V
"315 ""LEIA"" ""What looks pretty good?""",,Episode V
"316 ""HAN"" ""Yeah. That'll do nicely.""",,Episode V
"317 ""THREEPIO"" ""Excuse me, ma'am, but where are we going?""",,Episode V
"318 ""LEIA"" ""I hope you know what you're doing.""",,Episode V
"319 ""HAN"" ""Yeah, me too.""",,Episode V
"320 ""LUKE"" ""Yes, that's it. Dagobah.""",,Episode V
"321 ""LUKE"" ""No, I'm not going to change my mind about this.   I'm not picking up any cities or technology. Massive life-form readings, though. There's something alive down there...""",,Episode V
"322 ""LUKE"" ""Yes, I'm sure it's perfectly safe for droids.""",,Episode V
"323 ""LUKE"" ""I know, I know! All the scopes are dead. I can't  see a thing! Just hang on, I'm going to start the landing cycle...""",,Episode V
"324 ""LUKE"" ""No, Artoo, you stay put. I'll have a look around.""",,Episode V
"325 ""LUKE"" ""Artoo?""",,Episode V
"326 ""LUKE"" ""Artoo! Where are you?""",,Episode V
"327 ""LUKE"" ""Artoo! You be more careful.""",,Episode V
"328 ""LUKE"" ""Artoo -- that way!""",,Episode V
"329 ""LUKE"" ""Artoo!""",,Episode V
"330 ""LUKE"" ""Oh, no! Are you all right? Come on. You're lucky you don't taste  very good. Anything broken?""",,Episode V
"331 ""LUKE"" ""If you're saying coming here was a bad idea, I'm beginning to  agree with you. Oh, Artoo, what are we doing here? It's like... something out of a dream, or, I don't know. Maybe I'm just going crazy.""",,Episode V
"332 ""VADER"" ""Yes, Admiral?""",,Episode V
"333 ""PIETT"" ""Our ships have sighted the Millennium Falcon, lord. But...it  has entered an asteroid field and we cannot risk...""",,Episode V
"334 ""VADER"" ""Asteroids do not concern me, Admiral. I want  that ship and not excuses.""",,Episode V
"335 ""PIETT"" ""Yes, lord.""",,Episode V
"336 ""HAN"" ""I'm going to shut down everything but the emergency power  systems.""",,Episode V
"337 ""THREEPIO"" ""Sir, I'm almost afraid to ask, but...does that include  shutting me down, too?""",,Episode V
"338 ""HAN"" ""No, I need you to talk to the Falcon, find out what's wrong with  the hyperdrive.""",,Episode V
"339 ""THREEPIO"" ""Sir, it's quite possible this asteroid is not entirely  stable.""",,Episode V
"340 ""HAN"" ""Not entirely stable? I'm glad you're here to tell us these  things.  Chewie, take the professor in the back and plug him into the hyperdrive.""",,Episode V
"341 ""THREEPIO"" ""Oh! Sometimes I just don't understand human behavior. After  all, I'm only trying to do my job in the most...""",,Episode V
"342 ""LEIA"" ""Let go.""",,Episode V
"343 ""HAN"" ""Sshh!""",,Episode V
"344 ""LEIA"" ""Let go, please.""",,Episode V
"345 ""HAN"" ""Don't get excited.""",,Episode V
"346 ""LEIA"" ""Captain, being held by you isn't quite enough to get me excited.""",,Episode V
"347 ""HAN"" ""Sorry, sweetheart. We haven't got time for anything else.""",,Episode V
"348 ""LUKE"" ""Ready for some power? Okay. Let's see now. Put that in there.  There you go.""",,Episode V
"349 ""LUKE"" ""Now all I have to do is find this Yoda...if he even  exists.""",,Episode V
"350 ""LUKE"" ""Still...there's something familiar about this place. I feel  like...I don't know...""",,Episode V
"351 ""STRANGE VOICE"" ""Feel like what?""",,Episode V
"352 ""LUKE"" ""Like we're being watched!""",,Episode V
"353 ""CREATURE"" ""Away with your weapon! I mean you no harm.""",,Episode V
"354 ""CREATURE"" ""I am wondering, why are you here?""",,Episode V
"355 ""LUKE"" ""I'm looking for someone.""",,Episode V
"356 ""CREATURE"" ""Looking? Found someone, you have, I would say, hmmm?""",,Episode V
"357 ""LUKE"" ""Right.""",,Episode V
"358 ""CREATURE"" ""Help you I can. Yes, mmmm.""",,Episode V
"359 ""LUKE"" ""I don't think so. I'm looking for a great warrior.""",,Episode V
"360 ""CREATURE"" ""Ahhh! A great warrior.  Wars not  make one great.""",,Episode V
"361 ""LUKE"" ""Put that down. Hey! That's my dinner.""",,Episode V
"362 ""CREATURE"" ""How you get so big, eating food of this kind?""",,Episode V
"363 ""LUKE"" ""Listen, friend, we didn't mean to land in that puddle, and if we  could get our ship out, we would, but we can't, so why don't you just...""",,Episode V
"364 ""CREATURE"" ""Aww, cannot get your ship out?""",,Episode V
"365 ""LUKE"" ""Hey, you could have broken this. Don't do that. Ohhh...you're  making a mess. Hey, give me that!""",,Episode V
"366 ""CREATURE"" ""Mine! Or I will help you not.""",,Episode V
"367 ""LUKE"" ""I don't want your help. I want my lamp back. I'll need it to get  out of this slimy mudhole.""",,Episode V
"368 ""CREATURE"" ""Mudhole? Slimy? My home this is.""",,Episode V
"369 ""CREATURE"" ""Ah, ah, ah!""",,Episode V
"370 ""LUKE"" ""Oh, Artoo, let him have it.""",,Episode V
"371 ""CREATURE"" ""Mine! Mine!""",,Episode V
"372 ""LUKE"" ""Artoo!""",,Episode V
"373 ""CREATURE"" ""Mine!""",,Episode V
"374 ""CREATURE"" ""Mine!""",,Episode V
"375 ""LUKE"" ""Now will you move along, little fella? We're got a lot  of work to do.""",,Episode V
"376 ""CREATURE"" ""No! No, no! Stay and help you, I will.  Find your  friend, hmm?""",,Episode V
"377 ""LUKE"" ""I'm not looking for a friend, I'm looking for a Jedi Master.""",,Episode V
"378 ""CREATURE"" ""Oohhh. Jedi Master. Yoda. You seek Yoda.""",,Episode V
"379 ""LUKE"" ""You know him?""",,Episode V
"380 ""CREATURE"" ""Mmm. Take you to him, I will.  Yes, yes. But now, we  must eat. Come. Good food. Come.""",,Episode V
"381 ""CREATURE"" ""Come, come.""",,Episode V
"382 ""LUKE"" ""Stay here and watch after the camp, Artoo.""",,Episode V
"383 ""THREEPIO"" ""Oh, where is Artoo when I need him?""",,Episode V
"384 ""THREEPIO"" ""Sir, I don't know where your ship learned to communicate,  but it has the most peculiar dialect. I believe, sir, it says that the power coupling on the negative axis has been polarized. I'm afraid you'll have to replace it.""",,Episode V
"385 ""HAN"" ""Well, of course I'll have to replace it.""",,Episode V
"386 ""HAN"" ""Here! And Chewie...""",,Episode V
"387 ""HAN"" ""...I think we'd better replace the negative power  coupling.""",,Episode V
"388 ""HAN"" ""Hey, Your Worship, I'm only trying to help.""",,Episode V
"389 ""LEIA"" ""Would you please stop calling me that?""",,Episode V
"390 ""HAN"" ""Sure, Leia.""",,Episode V
"391 ""LEIA"" ""Oh, you make it so difficult sometimes.""",,Episode V
"392 ""HAN"" ""I do, I really do. You could be a little nicer, though.  Come on, admit it. Sometimes you think I'm all right.""",,Episode V
"393 ""LEIA"" ""Occasionally  maybe...when you aren't  acting like a scoundrel.""",,Episode V
"394 ""HAN"" ""Scoundrel? Scoundrel? I like the sound of that.""",,Episode V
"395 ""LEIA"" ""Stop that.""",,Episode V
"396 ""HAN"" ""Stop what?""",,Episode V
"397 ""LEIA"" ""Stop that! My hands are dirty.""",,Episode V
"398 ""HAN"" ""My hands are dirty, too. What are you afraid of?""",,Episode V
"399 ""LEIA"" ""Afraid?""",,Episode V
"400 ""HAN"" ""You're trembling.""",,Episode V
"401 ""LEIA"" ""I'm not trembling.""",,Episode V
"402 ""HAN"" ""You like me because I'm a scoundrel. There aren't enough  scoundrels in your life.""",,Episode V
"403 ""LEIA"" ""I happen to like nice men.""",,Episode V
"404 ""HAN"" ""I'm a nice man.""",,Episode V
"405 ""LEIA"" ""No, you're not. You're...""",,Episode V
"406 ""THREEPIO"" ""Sir, sir! I've isolated the reverse power flux coupling.""",,Episode V
"407 ""HAN"" ""Thank you. Thank you very much.""",,Episode V
"408 ""THREEPIO"" ""Oh, you're perfectly welcome, sir.""",,Episode V
"409 ""NEEDA"" ""...and that, Lord Vader, was the last time they  appeared in any of our scopes. Considering the amount of damage we've sustained, they must have been destroyed.""",,Episode V
"410 ""VADER"" ""No, Captain, they're alive. I want every ship available to  sweep the asteroid field until they are found.""",,Episode V
"411 ""PIETT"" ""Lord Vader.""",,Episode V
"412 ""VADER"" ""Yes, Admiral, what is it?""",,Episode V
"413 ""PIETT"" ""The Emperor commands you make contact with him.""",,Episode V
"414 ""VADER"" ""Move the ship out of the asteroid field so that we can send a  clear transmission.""",,Episode V
"415 ""PIETT"" ""Yes, my lord.""",,Episode V
"416 ""VADER"" ""What is thy bidding, my master?""",,Episode V
"417 ""EMPEROR"" ""There is a great disturbance in the Force.""",,Episode V
"418 ""VADER"" ""I have felt it.""",,Episode V
"419 ""EMPEROR"" ""We have a new enemy -- Luke Skywalker.""",,Episode V
"420 ""VADER"" ""Yes, my master.""",,Episode V
"421 ""EMPEROR"" ""He could destroy us.""",,Episode V
"422 ""VADER"" ""He's just a boy. Obi-Wan can no longer help him.""",,Episode V
"423 ""EMPEROR"" ""The Force is strong with him. The son of Skywalker must not  become a Jedi.""",,Episode V
"424 ""VADER"" ""If he could be turned, he would become a powerful ally.""",,Episode V
"425 ""EMPEROR"" ""Yes. Yes. He would be a great asset. Can it be done?""",,Episode V
"426 ""VADER"" ""He will join us or die, my master.""",,Episode V
"427 ""LUKE"" ""Look, I'm sure it's delicious. I just don't understand why we  can't see Yoda now.""",,Episode V
"428 ""CREATURE"" ""Patience! For the Jedi it is time to eat as well. Eat, eat.  Hot. Good food, hm? Good, hmm?""",,Episode V
"429 ""LUKE"" ""How far away is Yoda? Will it take us long to get there?""",,Episode V
"430 ""CREATURE"" ""Not far. Yoda not far. Patience. Soon you will be with him.   Rootleaf, I cook. Why wish you become Jedi? Hm?""",,Episode V
"431 ""LUKE"" ""Mostly because of my father, I guess.""",,Episode V
"432 ""CREATURE"" ""Ah, your father. Powerful Jedi was he, powerful Jedi, mmm.""",,Episode V
"433 ""LUKE"" ""Oh, come on. How could you know my father? You  don't even know who I am.  Oh, I don't even know what I'm doing here. We're wasting our time.""",,Episode V
"434 ""CREATURE"" ""I cannot teach him. The boy has no patience.""",,Episode V
"435 ""BEN"" ""He will learn patience.""",,Episode V
"436 ""YODA"" ""Hmmm. Much anger in him, like his father.""",,Episode V
"437 ""BEN"" ""Was I any different when you taught me?""",,Episode V
"438 ""YODA"" ""Hah. He is not ready.""",,Episode V
"439 ""LUKE"" ""Yoda! I am ready. I...Ben! I can be a Jedi. Ben, tell him I'm  ready.""",,Episode V
"440 ""YODA"" ""Ready, are you? What know you of ready? For eight hundred years  have I trained Jedi. My own counsel will I keep on who is to be trained! A Jedi must have the deepest commitment, the most serious mind.  This one a long time have I watched. Never his mind on where he was. Hmm? What he was doing. Hmph. Adventure. Heh! Excitement. Heh! A Jedi craves not these things.  You are reckless!""",,Episode V
"441 ""BEN"" ""So was I, if you'll remember.""",,Episode V
"442 ""YODA"" ""He is too old. Yes, too old to begin the training.""",,Episode V
"443 ""LUKE"" ""But I've learned so much.""",,Episode V
"444 ""YODA"" ""Will he finished what he begins?""",,Episode V
"445 ""LUKE"" ""I won't fail you -- I'm not afraid.""",,Episode V
"446 ""YODA"" ""Oh, you will be. You will be.""",,Episode V
"447 ""THREEPIO"" ""Sir, if I may venture an opinion...""",,Episode V
"448 ""HAN"" ""I'm not really interested in your opinion, Threepio.""",,Episode V
"449 ""LEIA"" ""There's something out there.""",,Episode V
"450 ""HAN"" ""Where?""",,Episode V
"451 ""LEIA"" ""Outside, in the cave.""",,Episode V
"452 ""THREEPIO"" ""There it is. Listen! Listen!""",,Episode V
"453 ""HAN"" ""I'm going out there.""",,Episode V
"454 ""LEIA"" ""Are you crazy?!""",,Episode V
"455 ""HAN"" ""I just got this bucket back together. I'm not going to let  something tear it apart.""",,Episode V
"456 ""LEIA"" ""Then I'm going with you.""",,Episode V
"457 ""THREEPIO"" ""I think it might be better if I stay here and guard the  ship.  Oh, no.""",,Episode V
"458 ""LEIA"" ""This ground sure feels strange. It doesn't feel like rock at  all.""",,Episode V
"459 ""HAN"" ""There's an awful lot of moisture in here.""",,Episode V
"460 ""LEIA"" ""I don't know. I have a bad feeling about this.""",,Episode V
"461 ""HAN"" ""Yeah.""",,Episode V
"462 ""HAN"" ""Watch out!""",,Episode V
"463 ""HAN"" ""Yeah, that's what I thought. Mynock. Chewie, check the rest of  the ship, make sure there aren't any more attached. They're chewing on the power cables.""",,Episode V
"464 ""LEIA"" ""Mynocks?""",,Episode V
"465 ""HAN"" ""Go on inside. We'll clean them off if there are any more.""",,Episode V
"466 ""THREEPIO"" ""Ohhh! Go away! Go away! Beastly thing. Shoo! Shoo!""",,Episode V
"467 ""HAN"" ""Wait a minute...""",,Episode V
"468 ""HAN"" ""All right, Chewie, let's get out of here!""",,Episode V
"469 ""LEIA"" ""The Empire is still out there. I don't think it's wise to...""",,Episode V
"470 ""HAN"" ""No time to discuss this as a committee.""",,Episode V
"471 ""LEIA"" ""I am not a committee!""",,Episode V
"472 ""LEIA"" ""You can't make the jump to light-speed in this asteroid field...""",,Episode V
"473 ""HAN"" ""Sit down, sweetheart. We're taking off!""",,Episode V
"474 ""THREEPIO"" ""Look!""",,Episode V
"475 ""HAN"" ""I see it, I see it.""",,Episode V
"476 ""THREEPIO"" ""We're doomed!""",,Episode V
"477 ""LEIA"" ""The cave is collapsing.""",,Episode V
"478 ""HAN"" ""This is no cave.""",,Episode V
"479 ""LEIA"" ""What?""",,Episode V
"480 ""YODA"" ""Run! Yes. A Jedi's strength flows from the Force. But beware of  the dark side. Anger...fear...aggression. The dark side of the Force are they. Easily they flow, quick to join you in a fight. If once you start down the dark path, forever will it dominate your destiny, consume you it will, as it did Obi-Wan's apprentice.""",,Episode V
"481 ""LUKE"" ""Vader. Is the dark side stronger?""",,Episode V
"482 ""YODA"" ""No...no...no. Quicker, easier, more seductive.""",,Episode V
"483 ""LUKE"" ""But how am I to know the good side from the bad?""",,Episode V
"484 ""YODA"" ""You will know. When you are calm, at peace. Passive. A Jedi uses  the Force for knowledge and defense, never for attack.""",,Episode V
"485 ""LUKE"" ""But tell me why I can't...""",,Episode V
"486 ""YODA"" ""No, no, there is no why. Nothing more will I  teach you today. Clear your mind of questions. Mmm. Mmmmmm.""",,Episode V
"487 ""LUKE"" ""There's something not right here.""",,Episode V
"488 ""LUKE"" ""I feel cold, death.""",,Episode V
"489 ""YODA"" ""That place...is strong with the dark side of the Force. A domain  of evil it is. In you must go.""",,Episode V
"490 ""LUKE"" ""What's in there?""",,Episode V
"491 ""YODA"" ""Only what you take with you.""",,Episode V
"492 ""YODA"" ""Your weapons...you will not need them.""",,Episode V
"493 ""PIETT"" ""Bounty hunters. We don't need that scum.""",,Episode V
"494 ""FIRST CONTROLLER"" ""Yes, sir.""",,Episode V
"495 ""PIETT"" ""Those Rebels won't escape us.""",,Episode V
"496 ""SECOND CONTROLLER"" ""Sir, we have a priority signal from the Star  Destroyer Avenger.""",,Episode V
"497 ""PIETT"" ""Right.""",,Episode V
"498 ""VADER"" ""...there will be a substantial reward for the one who finds  the Millennium Falcon. You are free to use any methods necessary, but I want them alive. No disintegrations.""",,Episode V
"499 ""BOBA FETT"" ""As you wish.""",,Episode V
"500 ""PIETT"" ""Lord Vader! My lord, we have them.""",,Episode V
"501 ""THREEPIO"" ""Oh, thank goodness we're coming out of the asteroid field.""",,Episode V
"502 ""HAN"" ""Let's get out of here. Ready for light-speed? One...two...three!""",,Episode V
"503 ""HAN"" ""It's not fair!""",,Episode V
"504 ""HAN"" ""The transfer circuits are working. It's not my fault!""",,Episode V
"505 ""LEIA"" ""No light-speed?""",,Episode V
"506 ""HAN"" ""It's not my fault.""",,Episode V
"507 ""THREEPIO"" ""Sir, we just lost the main rear deflector shield. One more  direct hit on the back quarter and we're done for.""",,Episode V
"508 ""HAN"" ""Turn her around.""",,Episode V
"509 ""HAN"" ""I said turn her around! I'm going to put all power in the front  shield.""",,Episode V
"510 ""LEIA"" ""You're going to attack them?!""",,Episode V
"511 ""THREEPIO"" ""Sir, the odds of surviving a direct assault on an Imperial  Star Destroyer...""",,Episode V
"512 ""LEIA"" ""Shut up!""",,Episode V
"513 ""NEEDA"" ""They're moving to attack position. Shields up!""",,Episode V
"514 ""NEEDA"" ""Track them,. They may come around for another pass.""",,Episode V
"515 ""TRACKING OFFICER"" ""Captain Needa, the ship no longer appears on our  scopes.""",,Episode V
"516 ""NEEDA"" ""They can't have disappeared. No ship that small has a cloaking  device.""",,Episode V
"517 ""TRACKING OFFICER"" ""Well, there's no trace of them, sir.""",,Episode V
"518 ""COMMUNICATIONS OFFICER"" ""Captain, Lord Vader demands an update on the  pursuit.""",,Episode V
"519 ""NEEDA"" ""Get a shuttle ready. I shall assume full  responsibility for losing them, and apologize to Lord Vader. Meanwhile, continue to scan the area.""",,Episode V
"520 ""COMMUNICATIONS OFFICER"" ""Yes, Captain Needa.""",,Episode V
"521 ""YODA"" ""Use the Force. Yes...""",,Episode V
"522 ""YODA"" ""Now...the stone. Feel it.""",,Episode V
"523 ""YODA"" ""Concentrate!""",,Episode V
"524 ""LUKE"" ""Oh, no. We'll never get it out now.""",,Episode V
"525 ""YODA"" ""So certain are you. Always with you it cannot be done. Hear you  nothing that I say?""",,Episode V
"526 ""LUKE"" ""Master, moving stones around is one thing. This is totally  different.""",,Episode V
"527 ""YODA"" ""No! No different! Only different in your mind. You must unlearn  what you have learned.""",,Episode V
"528 ""LUKE"" ""All right, I'll give it a try.""",,Episode V
"529 ""YODA"" ""No! Try not. Do. Or do not. There is no try.""",,Episode V
"530 ""LUKE"" ""I can't. It's too big.""",,Episode V
"531 ""YODA"" ""Size matters not. Look at me. Judge me by my size, do you? Hm?  Mmmm.""",,Episode V
"532 ""YODA"" ""And well you should not. For my ally in the Force. And a  powerful ally it is. Life creates it, makes it grow. It's energy surrounds us and binds us. Luminous beings are we......not this crude matter.  You must feel the Force around you.  Here, between you...me...the tree...the rock...everywhere! Yes, even between this land and that ship!""",,Episode V
